Tracker ID,Current_stage,Status,slew_drive_stage,pony_panel_stage,source_image
A32T01R01_boundary,pile,in_progress,not_started,not_started,A32T01R01_boundary.tif
A32T01R02_boundary,pile,completed,not_started,not_started,A32T01R02_boundary.tif
A32T01R03_boundary,pile,completed,not_started,not_started,A32T01R03_boundary.tif
A32T01R04_boundary,pile,completed,not_started,not_started,A32T01R04_boundary.tif
A32T01R05_boundary,pile,completed,not_started,not_started,A32T01R05_boundary.tif
A32T01R06_boundary,pile,completed,not_started,not_started,A32T01R06_boundary.tif
A32T01R07_boundary,pile,completed,not_started,not_started,A32T01R07_boundary.tif
A32T01R08_boundary,pile,completed,not_started,not_started,A32T01R08_boundary.tif
A32T01R09_boundary,pile,completed,not_started,not_started,A32T01R09_boundary.tif
A32T01R10_boundary,pile,completed,not_started,not_started,A32T01R10_boundary.tif
A32T01R11_boundary,pile,completed,not_started,not_started,A32T01R11_boundary.tif
A32T01R12_boundary,pile,completed,not_started,not_started,A32T01R12_boundary.tif
A32T01R13_boundary,pile,completed,not_started,not_started,A32T01R13_boundary.tif
A32T01R14_boundary,pile,completed,not_started,not_started,A32T01R14_boundary.tif
A32T01R15_boundary,pile,completed,not_started,not_started,A32T01R15_boundary.tif
A32T01R16_boundary,pile,completed,not_started,not_started,A32T01R16_boundary.tif
A32T01R17_boundary,pile,completed,not_started,not_started,A32T01R17_boundary.tif
A32T01R18_boundary,pile,completed,not_started,not_started,A32T01R18_boundary.tif
A32T01R19_boundary,pile,completed,not_started,not_started,A32T01R19_boundary.tif
A32T01R20_boundary,pile,completed,not_started,not_started,A32T01R20_boundary.tif
A32T01R21_boundary,pile,completed,not_started,not_started,A32T01R21_boundary.tif
A32T01R22_boundary,pile,completed,not_started,not_started,A32T01R22_boundary.tif
A32T01R23_boundary,pile,completed,not_started,not_started,A32T01R23_boundary.tif
A32T01R24_boundary,pile,completed,not_started,not_started,A32T01R24_boundary.tif
A32T01R25_boundary,pile,completed,not_started,not_started,A32T01R25_boundary.tif
A32T01R26_boundary,pile,completed,not_started,not_started,A32T01R26_boundary.tif
A32T01R27_boundary,pile,completed,not_started,not_started,A32T01R27_boundary.tif
A32T01R28_boundary,pile,completed,not_started,not_started,A32T01R28_boundary.tif
A32T01R29_boundary,pile,completed,not_started,not_started,A32T01R29_boundary.tif
A32T01R30_boundary,pile,completed,not_started,not_started,A32T01R30_boundary.tif
A32T01R31_boundary,pile,completed,not_started,not_started,A32T01R31_boundary.tif
A32T01R32_boundary,pile,completed,not_started,not_started,A32T01R32_boundary.tif
A32T01R33_boundary,pile,completed,not_started,not_started,A32T01R33_boundary.tif
A32T01R34_boundary,pile,completed,not_started,not_started,A32T01R34_boundary.tif
A32T01R35_boundary,pile,completed,not_started,not_started,A32T01R35_boundary.tif
A32T01R36_boundary,pile,completed,not_started,not_started,A32T01R36_boundary.tif
A32T01R37_boundary,pile,completed,not_started,not_started,A32T01R37_boundary.tif
A32T01R38_boundary,pile,not_started,not_started,not_started,A32T01R38_boundary.tif
A32T01R39_boundary,pile,completed,not_started,not_started,A32T01R39_boundary.tif
A32T01R40_boundary,pile,completed,not_started,not_started,A32T01R40_boundary.tif
A32T01R41_boundary,pile,completed,not_started,not_started,A32T01R41_boundary.tif
A32T01R42_boundary,pile,completed,not_started,not_started,A32T01R42_boundary.tif
A32T01R43_boundary,pile,in_progress,not_started,not_started,A32T01R43_boundary.tif
A32T01R44_boundary,pile,completed,not_started,not_started,A32T01R44_boundary.tif
A32T01R45_boundary,pile,completed,not_started,not_started,A32T01R45_boundary.tif
A32T01R46_boundary,pile,completed,not_started,not_started,A32T01R46_boundary.tif
A32T01R47_boundary,pile,completed,not_started,not_started,A32T01R47_boundary.tif
A32T01R48_boundary,pile,not_started,not_started,not_started,A32T01R48_boundary.tif
A32T01R49_boundary,pile,completed,not_started,not_started,A32T01R49_boundary.tif
A32T01R50_boundary,pile,completed,not_started,not_started,A32T01R50_boundary.tif
A32T01R51_boundary,pile,completed,not_started,not_started,A32T01R51_boundary.tif
A32T01R52_boundary,pile,completed,not_started,not_started,A32T01R52_boundary.tif
A32T02R01_boundary,pile,completed,not_started,not_started,A32T02R01_boundary.tif
A32T02R02_boundary,pile,completed,not_started,not_started,A32T02R02_boundary.tif
A32T02R03_boundary,pile,completed,not_started,not_started,A32T02R03_boundary.tif
A32T02R04_boundary,pile,completed,not_started,not_started,A32T02R04_boundary.tif
A32T02R05_boundary,pile,completed,not_started,not_started,A32T02R05_boundary.tif
A32T02R06_boundary,pile,completed,not_started,not_started,A32T02R06_boundary.tif
A32T02R07_boundary,pile,completed,not_started,not_started,A32T02R07_boundary.tif
A32T02R08_boundary,pile,not_started,not_started,not_started,A32T02R08_boundary.tif
A32T02R09_boundary,pile,completed,not_started,not_started,A32T02R09_boundary.tif
A32T02R10_boundary,pile,completed,not_started,not_started,A32T02R10_boundary.tif
A32T02R11_boundary,pile,completed,not_started,not_started,A32T02R11_boundary.tif
A32T02R12_boundary,pile,completed,not_started,not_started,A32T02R12_boundary.tif
A32T02R13_boundary,pile,completed,not_started,not_started,A32T02R13_boundary.tif
A32T02R14_boundary,pile,completed,not_started,not_started,A32T02R14_boundary.tif
A32T02R15_boundary,pile,completed,not_started,not_started,A32T02R15_boundary.tif
A32T02R16_boundary,pile,completed,not_started,not_started,A32T02R16_boundary.tif
A32T02R17_boundary,pile,completed,not_started,not_started,A32T02R17_boundary.tif
A32T02R18_boundary,pile,completed,not_started,not_started,A32T02R18_boundary.tif
A32T02R19_boundary,pile,completed,not_started,not_started,A32T02R19_boundary.tif
A32T02R20_boundary,pile,in_progress,not_started,not_started,A32T02R20_boundary.tif
A32T02R21_boundary,pile,completed,not_started,not_started,A32T02R21_boundary.tif
A32T02R22_boundary,pile,completed,not_started,not_started,A32T02R22_boundary.tif
A32T02R23_boundary,pile,completed,not_started,not_started,A32T02R23_boundary.tif
A32T02R24_boundary,pile,completed,not_started,not_started,A32T02R24_boundary.tif
A32T02R25_boundary,pile,completed,not_started,not_started,A32T02R25_boundary.tif
A32T02R26_boundary,pile,completed,not_started,not_started,A32T02R26_boundary.tif
A32T02R27_boundary,pile,completed,not_started,not_started,A32T02R27_boundary.tif
A32T02R28_boundary,pile,completed,not_started,not_started,A32T02R28_boundary.tif
A32T02R29_boundary,pile,completed,not_started,not_started,A32T02R29_boundary.tif
A32T02R30_boundary,pile,completed,not_started,not_started,A32T02R30_boundary.tif
A32T02R31_boundary,pile,completed,not_started,not_started,A32T02R31_boundary.tif
A32T02R32_boundary,pile,completed,not_started,not_started,A32T02R32_boundary.tif
A32T02R33_boundary,pile,completed,not_started,not_started,A32T02R33_boundary.tif
A32T02R34_boundary,pile,completed,not_started,not_started,A32T02R34_boundary.tif
A32T02R35_boundary,pile,completed,not_started,not_started,A32T02R35_boundary.tif
A32T02R36_boundary,pile,completed,not_started,not_started,A32T02R36_boundary.tif
A32T02R37_boundary,pile,not_started,not_started,not_started,A32T02R37_boundary.tif
A32T02R38_boundary,pile,completed,not_started,not_started,A32T02R38_boundary.tif
A32T02R39_boundary,pile,completed,not_started,not_started,A32T02R39_boundary.tif
A32T02R40_boundary,pile,completed,not_started,not_started,A32T02R40_boundary.tif
A32T02R41_boundary,pile,completed,not_started,not_started,A32T02R41_boundary.tif
A32T02R42_boundary,pile,completed,not_started,not_started,A32T02R42_boundary.tif
A32T02R43_boundary,pile,completed,not_started,not_started,A32T02R43_boundary.tif
A32T02R44_boundary,pile,completed,not_started,not_started,A32T02R44_boundary.tif
A32T02R45_boundary,pile,completed,not_started,not_started,A32T02R45_boundary.tif
A32T02R46_boundary,pile,not_started,not_started,not_started,A32T02R46_boundary.tif
A32T02R47_boundary,pile,completed,not_started,not_started,A32T02R47_boundary.tif
A32T02R48_boundary,pile,completed,not_started,not_started,A32T02R48_boundary.tif
A32T02R49_boundary,pile,completed,not_started,not_started,A32T02R49_boundary.tif
A32T02R50_boundary,pile,completed,not_started,not_started,A32T02R50_boundary.tif
A32T02R51_boundary,pile,completed,not_started,not_started,A32T02R51_boundary.tif
A32T02R52_boundary,pile,completed,not_started,not_started,A32T02R52_boundary.tif
G32_zone,pile,completed,not_started,not_started,G32_zone.tif
